# Run 2016-05-30 02:56:36
# Parameters:
#	degap: False
#	translate: False
#	hydrophobicity_scale: Kyte-Doolittle
#	merge: False
#	aas: all
#	begin_aa: 1
#	pH: 7.2
#	out_fname: ../data/scer-proteome-aa-freqs.txt
#	sequence: None
#	exclude: False
#	end_aa: None
#	in_fname: c:/Dropbox (Drummond Lab)/bio/genomes/scer_orf_trans_all.fasta
#	query: None
orf	length	charge	pI	hydrophobicity	f.A	f.C	f.D	f.E	f.F	f.G	f.H	f.I	f.K	f.L	f.M	f.N	f.P	f.Q	f.R	f.S	f.T	f.V	f.W	f.Y	n.A	n.C	n.D	n.E	n.F	n.G	n.H	n.I	n.K	n.L	n.M	n.N	n.P	n.Q	n.R	n.S	n.T	n.V	n.W	n.Y
#YDR032C PST2 SGDID:S000002439, Chr IV from 504695-504099, Genome Release 64-1-1, reverse complement, Verified ORF, "Protein with similarity to members of a family of flavodoxin-like proteins; induced by oxidative stress in a Yap1p dependent manner; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
YDR032C	198	-5.7612	5.4394	-0.0318	0.1212	0.0051	0.0354	0.0657	0.0505	0.1313	0.0303	0.0606	0.0505	0.0657	0.0152	0.0253	0.0505	0.0253	0.0202	0.0505	0.0808	0.0606	0.0202	0.0354	24	1	7	13	10	26	6	12	10	13	3	5	10	5	4	10	16	12	4	7
#YDR033W MRH1 SGDID:S000002440, Chr IV from 508147-509109, Genome Release 64-1-1, Verified ORF, "Protein that localizes primarily to the plasma membrane, also found at the nuclear envelope; the authentic, non-tagged protein is detected in mitochondria in a phosphorylated state; has similarity to Hsp30p and Yro2p"
YDR033W	320	13.5590	9.4486	0.2512	0.0750	0.0312	0.0344	0.0219	0.0875	0.0656	0.0187	0.0906	0.0719	0.0750	0.0312	0.0375	0.0594	0.0219	0.0281	0.0625	0.0688	0.0500	0.0281	0.0406	24	10	11	7	28	21	6	29	23	24	10	12	19	7	9	20	22	16	9	13
#YDR034C LYS14 SGDID:S000002441, Chr IV from 512109-509737, Genome Release 64-1-1, reverse complement, Verified ORF, "Transcriptional activator involved in regulation of genes of the lysine biosynthesis pathway; requires 2-aminoadipate semialdehyde as co-inducer"
YDR034C	790	-3.9619	6.5812	-0.5439	0.0392	0.0177	0.0646	0.0570	0.0418	0.0430	0.0203	0.0557	0.0797	0.1063	0.0190	0.0924	0.0392	0.0354	0.0367	0.1063	0.0557	0.0481	0.0089	0.0329	31	14	51	45	33	34	16	44	63	84	15	73	31	28	29	84	44	38	7	26
#YDR034C-A YDR034C-A SGDID:S000007233, Chr IV from 520692-520516, Genome Release 64-1-1, reverse complement, Uncharacterized ORF, "Putative protein of unknown function; contained within the solo Ty1 LTR element YDRWdelta7"
YDR034C-A	58	-4.0667	4.0365	0.6086	0.0172	0.0172	0.0517	0.0172	0.0517	0.0000	0.0345	0.1207	0.0000	0.0862	0.0172	0.0862	0.0345	0.0000	0.0000	0.1897	0.0690	0.1207	0.0000	0.0862	1	1	3	1	3	0	2	7	0	5	1	5	2	0	0	11	4	7	0	5
#YDR034C-C YDR034C-C SGDID:S000007344, Chr IV from 519356-518040, Genome Release 64-1-1, reverse complement, transposable_element_gene, "Retrotransposon TYA Gag gene co-transcribed with TYB Pol; translated as TYA or TYA-TYB polyprotein; Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs); similar to retroviral Gag"
YDR034C-C	438	0.7476	7.4529	-0.7870	0.0571	0.0068	0.0411	0.0502	0.0251	0.0228	0.0342	0.0525	0.0594	0.0731	0.0228	0.0890	0.0731	0.0753	0.0320	0.1073	0.0776	0.0434	0.0091	0.0479	25	3	18	22	11	10	15	23	26	32	10	39	32	33	14	47	34	19	4	21
#YDR034C-D YDR034C-D SGDID:S000007345, Chr IV from 518062-514043,519356-518064, Genome Release 64-1-1, reverse complement, transposable_element_gene, "Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes"
YDR034C-D	1770	11.1920	8.1814	-0.6935	0.0452	0.0085	0.0638	0.0497	0.0277	0.0350	0.0339	0.0734	0.0763	0.0859	0.0169	0.0768	0.0548	0.0475	0.0418	0.0921	0.0774	0.0384	0.0085	0.0463	80	15	113	88	49	62	60	130	135	152	30	136	97	84	74	163	137	68	15	82
#YDR034W-B YDR034W-B SGDID:S000007234, Chr IV from 521314-521469, Genome Release 64-1-1, Uncharacterized ORF, "Predicted tail-anchored plasma membrane protein containing a conserved CYSTM module; related proteins in other organisms may be involved in response to stress; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery"
YDR034W-B	51	1.4945	7.6876	-0.2490	0.0196	0.1765	0.0196	0.0196	0.0392	0.0392	0.0784	0.0196	0.0000	0.0784	0.0392	0.0392	0.0980	0.1176	0.0784	0.0196	0.0196	0.0588	0.0000	0.0392	1	9	1	1	2	2	4	1	0	4	2	2	5	6	4	1	1	3	0	2
#YDR035W ARO3 SGDID:S000002442, Chr IV from 521816-522928, Genome Release 64-1-1, Verified ORF, "3-deoxy-D-arabino-heptulosonate-7-phosphate (DAHP) synthase, catalyzes the first step in aromatic amino acid biosynthesis and is feedback-inhibited by phenylalanine or high concentration of tyrosine or tryptophan"
YDR035W	370	-0.1852	7.1330	-0.4738	0.0622	0.0216	0.0757	0.0676	0.0324	0.0892	0.0189	0.0784	0.0892	0.0946	0.0216	0.0514	0.0378	0.0324	0.0541	0.0595	0.0459	0.0405	0.0081	0.0189	23	8	28	25	12	33	7	29	33	35	8	19	14	12	20	22	17	15	3	7
#YDR036C EHD3 SGDID:S000002443, Chr IV from 524713-523211, Genome Release 64-1-1, reverse complement, Verified ORF, "3-hydroxyisobutyryl-CoA hydrolase, member of a family of enoyl-CoA hydratase/isomerases; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; phosphorylated; mutation affects fluid-phase endocytosis"
YDR036C	500	4.7317	8.2924	-0.3176	0.0680	0.0160	0.0420	0.0620	0.0520	0.0440	0.0120	0.0540	0.0720	0.0920	0.0300	0.0660	0.0480	0.0400	0.0420	0.0800	0.0820	0.0560	0.0080	0.0340	34	8	21	31	26	22	6	27	36	46	15	33	24	20	21	40	41	28	4	17
#YDR037W KRS1 SGDID:S000002444, Chr IV from 525440-527215, Genome Release 64-1-1, Verified ORF, "Lysyl-tRNA synthetase"
YDR037W	591	-12.5739	5.7864	-0.6017	0.0626	0.0152	0.0694	0.0931	0.0508	0.0558	0.0271	0.0474	0.0812	0.0880	0.0338	0.0355	0.0558	0.0440	0.0592	0.0389	0.0491	0.0558	0.0034	0.0338	37	9	41	55	30	33	16	28	48	52	20	21	33	26	35	23	29	33	2	20
#YDR038C ENA5 SGDID:S000002445, Chr IV from 530697-527422, Genome Release 64-1-1, reverse complement, Verified ORF, "Protein with similarity to P-type ATPase sodium pumps, member of the Na+ efflux ATPase family"
YDR038C	1091	-26.7840	5.2363	-0.0573	0.0733	0.0147	0.0642	0.0559	0.0477	0.0660	0.0183	0.0742	0.0577	0.0825	0.0266	0.0550	0.0339	0.0257	0.0376	0.0862	0.0632	0.0797	0.0147	0.0229	80	16	70	61	52	72	20	81	63	90	29	60	37	28	41	94	69	87	16	25
#YDR039C ENA2 SGDID:S000002446, Chr IV from 534582-531307, Genome Release 64-1-1, reverse complement, Verified ORF, "P-type ATPase sodium pump, involved in Na+ efflux to allow salt tolerance; likely not involved in Li+ efflux"
YDR039C	1091	-26.7840	5.2363	-0.0594	0.0733	0.0147	0.0642	0.0559	0.0477	0.0669	0.0183	0.0752	0.0577	0.0816	0.0266	0.0559	0.0348	0.0257	0.0376	0.0825	0.0642	0.0797	0.0147	0.0229	80	16	70	61	52	73	20	82	63	89	29	61	38	28	41	90	70	87	16	25
#YDR040C ENA1 SGDID:S000002447, Chr IV from 538467-535192, Genome Release 64-1-1, reverse complement, Verified ORF, "P-type ATPase sodium pump, involved in Na+ and Li+ efflux to allow salt tolerance"
YDR040C	1091	-27.6381	5.2628	-0.0549	0.0724	0.0147	0.0642	0.0550	0.0486	0.0678	0.0202	0.0761	0.0577	0.0816	0.0275	0.0559	0.0348	0.0257	0.0357	0.0807	0.0660	0.0779	0.0147	0.0229	79	16	70	60	53	74	22	83	63	89	30	61	38	28	39	88	72	85	16	25
#YDR041W RSM10 SGDID:S000002448, Chr IV from 539803-540414, Genome Release 64-1-1, Verified ORF, "Mitochondrial ribosomal protein of the small subunit, has similarity to E. coli S10 ribosomal protein; essential for viability, unlike most other mitoribosomal proteins"
YDR041W	203	6.1598	9.6487	-0.4808	0.0542	0.0049	0.0640	0.0542	0.0394	0.0443	0.0246	0.0591	0.0788	0.1182	0.0197	0.0493	0.0542	0.0296	0.0690	0.0739	0.0542	0.0493	0.0099	0.0493	11	1	13	11	8	9	5	12	16	24	4	10	11	6	14	15	11	10	2	10
#YDR042C YDR042C SGDID:S000002449, Chr IV from 541203-540601, Genome Release 64-1-1, reverse complement, Uncharacterized ORF, "Putative protein of unknown function; expression is increased in ssu72-ts69 mutant"
YDR042C	200	13.0061	10.4660	-0.2205	0.0350	0.0000	0.0250	0.0350	0.0800	0.0300	0.0100	0.0650	0.0800	0.1350	0.0150	0.0850	0.0300	0.0550	0.0450	0.1150	0.0650	0.0400	0.0150	0.0400	7	0	5	7	16	6	2	13	16	27	3	17	6	11	9	23	13	8	3	8
#YDR043C NRG1 SGDID:S000002450, Chr IV from 543369-542674, Genome Release 64-1-1, reverse complement, Verified ORF, "Transcriptional repressor that recruits the Cyc8p-Tup1p complex to promoters; mediates glucose repression and negatively regulates a variety of processes including filamentous growth and alkaline pH response"
YDR043C	231	7.0132	8.8057	-1.0255	0.0303	0.0303	0.0433	0.0649	0.0303	0.0390	0.0390	0.0390	0.0736	0.0736	0.0173	0.0866	0.0433	0.0563	0.0649	0.1082	0.0693	0.0346	0.0043	0.0519	7	7	10	15	7	9	9	9	17	17	4	20	10	13	15	25	16	8	1	12
#YDR044W HEM13 SGDID:S000002451, Chr IV from 546642-547628, Genome Release 64-1-1, Verified ORF, "Coproporphyrinogen III oxidase, an oxygen requiring enzyme that catalyzes the sixth step in the heme biosynthetic pathway; transcription is repressed by oxygen and heme (via Rox1p and Hap1p)"
YDR044W	328	-3.4609	6.4265	-0.6713	0.0549	0.0091	0.0701	0.0640	0.0457	0.0793	0.0366	0.0427	0.0579	0.0762	0.0244	0.0274	0.0671	0.0488	0.0640	0.0396	0.0732	0.0518	0.0244	0.0427	18	3	23	21	15	26	12	14	19	25	8	9	22	16	21	13	24	17	8	14
#YDR045C RPC11 SGDID:S000002452, Chr IV from 548310-547978, Genome Release 64-1-1, reverse complement, Verified ORF, "RNA polymerase III subunit C11; mediates pol III RNA cleavage activity and is important for termination of transcription; homologous to TFIIS"
YDR045C	110	-4.6487	4.7128	-0.4973	0.0273	0.0727	0.0727	0.0636	0.0455	0.0818	0.0091	0.0455	0.0545	0.0636	0.0273	0.0545	0.0545	0.0364	0.0455	0.0636	0.0636	0.0455	0.0182	0.0545	3	8	8	7	5	9	1	5	6	7	3	6	6	4	5	7	7	5	2	6
#YDR046C BAP3 SGDID:S000002453, Chr IV from 550576-548762, Genome Release 64-1-1, reverse complement, Verified ORF, "Amino acid permease involved in the uptake of cysteine, leucine, isoleucine and valine"
YDR046C	604	4.0131	8.0582	0.2275	0.0745	0.0149	0.0331	0.0480	0.0712	0.0795	0.0182	0.0728	0.0464	0.0861	0.0348	0.0480	0.0331	0.0215	0.0414	0.0877	0.0447	0.0828	0.0166	0.0447	45	9	20	29	43	48	11	44	28	52	21	29	20	13	25	53	27	50	10	27
#YDR047W HEM12 SGDID:S000002454, Chr IV from 551860-552948, Genome Release 64-1-1, Verified ORF, "Uroporphyrinogen decarboxylase, catalyzes the fifth step in the heme biosynthetic pathway; localizes to both the cytoplasm and nucleus; a hem12 mutant has phenotypes similar to patients with porphyria cutanea tarda"
YDR047W	362	-1.1151	6.7474	-0.1798	0.0552	0.0166	0.0552	0.0718	0.0580	0.0801	0.0166	0.0691	0.0663	0.0856	0.0387	0.0276	0.0580	0.0442	0.0580	0.0442	0.0304	0.0746	0.0221	0.0276	20	6	20	26	21	29	6	25	24	31	14	10	21	16	21	16	11	27	8	10
#YDR048C YDR048C SGDID:S000002455, Chr IV from 553398-553084, Genome Release 64-1-1, reverse complement, Dubious ORF, "Dubious ORF unlikely to encode a functional protein, based on available experimental and comparative sequence data"
YDR048C	104	7.0793	10.2618	0.0538	0.0385	0.0096	0.0288	0.0192	0.0962	0.0096	0.0385	0.0577	0.0673	0.1442	0.0288	0.0481	0.0288	0.0481	0.0481	0.1538	0.0192	0.0481	0.0192	0.0481	4	1	3	2	10	1	4	6	7	15	3	5	3	5	5	16	2	5	2	5
#YDR049W VMS1 SGDID:S000002456, Chr IV from 553254-555152, Genome Release 64-1-1, Verified ORF, "Component of a Cdc48p-complex involved in protein quality control; exhibits cytosolic and ER-membrane localization, with Cdc48p, during normal growth, and contributes to ER-associated degradation (ERAD) of specific substrates at a step after their ubiquitination; forms a mitochondrially-associated complex with Cdc48p and Npl4p under oxidative stress that is required for ubiquitin-mediated mitochondria-associated protein degradation (MAD); conserved in C. elegans and humans"
YDR049W	632	11.4980	9.3387	-0.8576	0.0601	0.0079	0.0570	0.0902	0.0348	0.0411	0.0206	0.0538	0.1076	0.0997	0.0237	0.0712	0.0285	0.0522	0.0570	0.0807	0.0475	0.0332	0.0079	0.0253	38	5	36	57	22	26	13	34	68	63	15	45	18	33	36	51	30	21	5	16
#YDR050C TPI1 SGDID:S000002457, Chr IV from 556472-555726, Genome Release 64-1-1, reverse complement, Verified ORF, "Triose phosphate isomerase, abundant glycolytic enzyme; mRNA half-life is regulated by iron availability; transcription is controlled by activators Reb1p, Gcr1p, and Rap1p through binding sites in the 5' non-coding region"
YDR050C	248	-3.0490	5.7067	-0.1052	0.1008	0.0081	0.0605	0.0685	0.0444	0.0887	0.0121	0.0605	0.0847	0.0766	0.0040	0.0484	0.0282	0.0282	0.0323	0.0645	0.0484	0.1048	0.0121	0.0242	25	2	15	17	11	22	3	15	21	19	1	12	7	7	8	16	12	26	3	6
#YDR051C DET1 SGDID:S000002458, Chr IV from 558060-557056, Genome Release 64-1-1, reverse complement, Verified ORF, "Acid phosphatase involved in the non-vesicular transport of sterols in both directions between the endoplasmic reticulum and plasma membrane; deletion confers sensitivity to nickel"
YDR051C	334	-0.6019	7.0188	-0.7428	0.0299	0.0150	0.0689	0.0808	0.0479	0.0599	0.0359	0.0479	0.0569	0.0719	0.0210	0.0629	0.0359	0.0299	0.0898	0.0569	0.0539	0.0778	0.0120	0.0449	10	5	23	27	16	20	12	16	19	24	7	21	12	10	30	19	18	26	4	15
#YDR052C DBF4 SGDID:S000002459, Chr IV from 560625-558511, Genome Release 64-1-1, reverse complement, Verified ORF, "Regulatory subunit of Cdc7p-Dbf4p kinase complex, required for Cdc7p kinase activity and initiation of DNA replication; phosphorylates the Mcm2-7 family of proteins; cell cycle regulated"
YDR052C	704	23.8520	9.8045	-0.8730	0.0653	0.0085	0.0597	0.0710	0.0327	0.0270	0.0270	0.0440	0.1094	0.0866	0.0142	0.0753	0.0384	0.0398	0.0540	0.0739	0.0881	0.0469	0.0099	0.0284	46	6	42	50	23	19	19	31	77	61	10	53	27	28	38	52	62	33	7	20
#YDR053W YDR053W SGDID:S000002460, Chr IV from 560249-560644, Genome Release 64-1-1, Dubious ORF, "Putative protein of unknown function; open reading frame overlaps 5' end of essential DBF4 gene encoding the regulatory subunit of the Cdc7p-Dbf4p kinase complex"
YDR053W	131	0.4266	7.4308	1.0137	0.0534	0.0534	0.0382	0.0229	0.1374	0.0382	0.0076	0.0687	0.0305	0.1679	0.0076	0.0229	0.0382	0.0153	0.0382	0.1145	0.0458	0.0763	0.0229	0.0000	7	7	5	3	18	5	1	9	4	22	1	3	5	2	5	15	6	10	3	0
#YDR054C CDC34 SGDID:S000002461, Chr IV from 562327-561440, Genome Release 64-1-1, reverse complement, Verified ORF, "Ubiquitin-conjugating enzyme (E2) and catalytic subunit of SCF ubiquitin-protein ligase complex (together with Skp1p, Rbx1p, Cdc53p, and an F-box protein) that regulates cell cycle progression by targeting key substrates for degradation"
YDR054C	295	-44.7324	3.9744	-0.9637	0.0373	0.0034	0.1627	0.0847	0.0441	0.0271	0.0203	0.0644	0.0508	0.0475	0.0271	0.0576	0.0644	0.0373	0.0441	0.0949	0.0271	0.0576	0.0102	0.0373	11	1	48	25	13	8	6	19	15	14	8	17	19	11	13	28	8	17	3	11
#YDR055W PST1 SGDID:S000002462, Chr IV from 563527-564861, Genome Release 64-1-1, Verified ORF, "Cell wall protein that contains a putative GPI-attachment site; secreted by regenerating protoplasts; up-regulated by activation of the cell integrity pathway, as mediated by Rlm1p; upregulated by cell wall damage via disruption of FKS1"
YDR055W	444	8.7933	9.7141	0.0743	0.0811	0.0090	0.0383	0.0180	0.0405	0.0676	0.0068	0.0743	0.0743	0.1059	0.0090	0.0811	0.0113	0.0315	0.0023	0.1959	0.0901	0.0541	0.0023	0.0068	36	4	17	8	18	30	3	33	33	47	4	36	5	14	1	87	40	24	1	3
#YDR056C YDR056C SGDID:S000002463, Chr IV from 565640-565023, Genome Release 64-1-1, reverse complement, Uncharacterized ORF, "Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YDR056C is not an essential protein"
YDR056C	205	-8.3478	4.5770	-0.3298	0.0780	0.0146	0.0878	0.0683	0.0293	0.0537	0.0000	0.0439	0.0976	0.0976	0.0244	0.0390	0.0293	0.0488	0.0195	0.0634	0.0732	0.0829	0.0098	0.0390	16	3	18	14	6	11	0	9	20	20	5	8	6	10	4	13	15	17	2	8
#YDR057W YOS9 SGDID:S000002464, Chr IV from 565927-567555, Genome Release 64-1-1, Verified ORF, "ER quality-control lectin; integral subunit of the HRD ligase; binds to glycans with terminal alpha-1,6 linked mannose on misfolded N-glycosylated proteins and participates in targeting proteins to ERAD; member of the OS-9 protein family"
YDR057W	542	-41.1622	4.3536	-0.3762	0.0480	0.0166	0.0683	0.0923	0.0387	0.0554	0.0148	0.0867	0.0498	0.0886	0.0240	0.0849	0.0277	0.0369	0.0351	0.0775	0.0572	0.0535	0.0092	0.0351	26	9	37	50	21	30	8	47	27	48	13	46	15	20	19	42	31	29	5	19
#YDR058C TGL2 SGDID:S000002465, Chr IV from 568703-567723, Genome Release 64-1-1, reverse complement, Verified ORF, "Triacylglycerol lipase that is localized to the mitochondria; has lipolytic activity towards triacylglycerols and diacylglycerols when expressed in E. coli"
YDR058C	326	4.7882	8.3013	-0.3227	0.0307	0.0245	0.0736	0.0399	0.0491	0.0491	0.0215	0.0767	0.0982	0.0890	0.0245	0.0736	0.0399	0.0215	0.0307	0.0736	0.0552	0.0644	0.0184	0.0460	10	8	24	13	16	16	7	25	32	29	8	24	13	7	10	24	18	21	6	15
#YDR059C UBC5 SGDID:S000002466, Chr IV from 569633-569234,569770-569724, Genome Release 64-1-1, reverse complement, Verified ORF, "Ubiquitin-conjugating enzyme that mediates selective degradation of short-lived, abnormal, or excess proteins, including histone H3; central component of the cellular stress response; expression is heat inducible"
YDR059C	148	-1.1389	6.4041	-0.2851	0.0811	0.0203	0.0811	0.0270	0.0338	0.0473	0.0203	0.0676	0.0878	0.0878	0.0135	0.0338	0.0946	0.0203	0.0135	0.1081	0.0541	0.0405	0.0203	0.0473	12	3	12	4	5	7	3	10	13	13	2	5	14	3	2	16	8	6	3	7
#YDR060W MAK21 SGDID:S000002467, Chr IV from 570649-573726, Genome Release 64-1-1, Verified ORF, "Constituent of 66S pre-ribosomal particles, required for large (60S) ribosomal subunit biogenesis; involved in nuclear export of pre-ribosomes; required for maintenance of dsRNA virus; homolog of human CAATT-binding protein"
YDR060W	1025	-52.9389	4.7439	-0.8070	0.0546	0.0020	0.0937	0.0946	0.0449	0.0361	0.0166	0.0507	0.1054	0.0937	0.0107	0.0634	0.0273	0.0439	0.0302	0.0976	0.0498	0.0498	0.0049	0.0302	56	2	96	97	46	37	17	52	108	96	11	65	28	45	31	100	51	51	5	31
#YDR061W YDR061W SGDID:S000002468, Chr IV from 574164-575783, Genome Release 64-1-1, Uncharacterized ORF, "Protein with similarity to ATP-binding cassette (ABC) transporter family members; lacks predicted membrane-spanning regions; transcriptionally activated by Yrm1p along with genes involved in multidrug resistance"
YDR061W	539	-2.7412	6.6582	-0.2968	0.0519	0.0167	0.0501	0.0742	0.0371	0.0594	0.0260	0.0724	0.0724	0.1095	0.0278	0.0575	0.0501	0.0297	0.0464	0.0835	0.0297	0.0557	0.0167	0.0334	28	9	27	40	20	32	14	39	39	59	15	31	27	16	25	45	16	30	9	18
#YDR062W LCB2 SGDID:S000002469, Chr IV from 576474-578159, Genome Release 64-1-1, Verified ORF, "Component of serine palmitoyltransferase, responsible along with Lcb1p for the first committed step in sphingolipid synthesis, which is the condensation of serine with palmitoyl-CoA to form 3-ketosphinganine"
YDR062W	561	4.7247	7.9658	-0.1674	0.0553	0.0250	0.0588	0.0517	0.0428	0.0731	0.0214	0.0695	0.0588	0.1034	0.0250	0.0339	0.0535	0.0303	0.0606	0.0713	0.0517	0.0606	0.0071	0.0463	31	14	33	29	24	41	12	39	33	58	14	19	30	17	34	40	29	34	4	26
#YDR063W AIM7 SGDID:S000002470, Chr IV from 578663-579112, Genome Release 64-1-1, Verified ORF, "Protein that interacts with Arp2/3 complex to stimulate actin filament debranching and inhibit actin nucleation; has similarity to Cof1p and also to human glia maturation factor (GMF); null mutant displays elevated mitochondrial genome loss"
YDR063W	149	-13.2629	4.3241	-0.4987	0.0403	0.0134	0.0671	0.1409	0.0268	0.0336	0.0000	0.0738	0.0805	0.1007	0.0268	0.0268	0.0470	0.0268	0.0403	0.0738	0.0805	0.0537	0.0134	0.0336	6	2	10	21	4	5	0	11	12	15	4	4	7	4	6	11	12	8	2	5
#YDR064W RPS13 SGDID:S000002471, Chr IV from 579458-579478,580018-580452, Genome Release 64-1-1, Verified ORF, "Protein component of the small (40S) ribosomal subunit; has similarity to E. coli S15 and rat S13 ribosomal proteins"
YDR064W	151	16.1550	10.8772	-0.2947	0.0993	0.0000	0.0265	0.0464	0.0132	0.0530	0.0265	0.0861	0.0861	0.0927	0.0199	0.0397	0.0464	0.0199	0.0927	0.0927	0.0331	0.0662	0.0132	0.0464	15	0	4	7	2	8	4	13	13	14	3	6	7	3	14	14	5	10	2	7
#YDR065W RRG1 SGDID:S000002472, Chr IV from 580687-581784, Genome Release 64-1-1, Verified ORF, "Protein of unknown function, required for vacuolar acidification and mitochondrial genome maintenance; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
YDR065W	365	35.1493	10.3157	-0.5597	0.0438	0.0164	0.0247	0.0630	0.0411	0.0356	0.0274	0.0575	0.1425	0.1315	0.0164	0.0575	0.0438	0.0466	0.0411	0.0712	0.0356	0.0384	0.0137	0.0521	16	6	9	23	15	13	10	21	52	48	6	21	16	17	15	26	13	14	5	19
#YDR066C RTR2 SGDID:S000002473, Chr IV from 582498-581908, Genome Release 64-1-1, reverse complement, Uncharacterized ORF, "Protein of unknown function with high similarity to Rtr1p; exhibits genetic interactions with Rtr1p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YDR066C is not an essential gene"
YDR066C	196	-11.1273	4.7934	-0.1469	0.0306	0.0306	0.0510	0.0867	0.0408	0.0357	0.0306	0.0714	0.0459	0.1173	0.0408	0.0357	0.0306	0.0408	0.0357	0.1020	0.0663	0.0510	0.0000	0.0561	6	6	10	17	8	7	6	14	9	23	8	7	6	8	7	20	13	10	0	11
#YDR067C OCA6 SGDID:S000002474, Chr IV from 583465-582791, Genome Release 64-1-1, reverse complement, Uncharacterized ORF, "Cytoplasmic protein required for replication of Brome mosaic virus in S. cerevisiae, which is a model system for studying positive-strand RNA virus replication; null mutation confers sensitivity to tunicamycin and DTT"
